time,seconds_elapsed,z,y,x
1708152450926839600,0.082839599609375,0.003359660040587187,-0.02229592576622963,-0.015271181240677834
1708152450945483800,0.10148388671875,-0.01252236869186163,0.12110047042369843,0.08628217875957489
1708152450964127700,0.120127685546875,-0.012980503961443901,0.11560284346342087,0.0844496339559555
1708152450982771500,0.138771484375,-0.0006108472589403391,0.05344913527369499,0.10460758954286575
1708152451001415700,0.157415771484375,0.01038440316915512,-0.04214845970273018,0.09987352788448334
1708152451020059600,0.1760595703125,0.03680354729294777,-0.10231691598892212,0.012980503961443901
1708152451038703600,0.19470361328125,0.009009997360408306,-0.09330692142248154,-0.10063708573579788
1708152451057347600,0.21334765625,0.017867282032966614,-0.020157959312200546,-0.21807247400283813
1708152451075991600,0.231991455078125,0.045355409383773804,-0.027029991149902344,-0.2101314514875412
1708152451094635500,0.250635498046875,0.047646086663007736,-0.10781454294919968,-0.10995250940322876
1708152451113279500,0.269279541015625,0.020005248486995697,-0.13087402284145355,-0.03787253051996231
1708152451131923500,0.28792333984375,-0.0010689827613532543,0.03512371703982353,-0.03237490355968475
1708152451150567400,0.3065673828125,0.004886778071522713,0.04184303805232048,-0.023823043331503868
1708152451169211400,0.32521142578125,0.00030542362947016954,-0.02107422985136509,0.04169032722711563
1708152451187855400,0.34385546875,-0.012064233422279358,-0.001374406274408102,0.07055285573005676
1708152451206499300,0.362499267578125,-0.043828289955854416,-0.0036650835536420345,0.05344913527369499
1708152451225143300,0.381143310546875,-0.07040014863014221,-0.018936265259981155,0.06001574173569679
1708152451243787300,0.399787353515625,-0.04688252881169319,-0.05085303261876106,0.06139015033841133
1708152451262431200,0.41843115234375,-0.016492875292897224,-0.041232191026210785,0.02886253222823143
1708152451281075200,0.4370751953125,0.00519220158457756,-0.06612421572208405,0.004275931045413017
1708152451299719200,0.45571923828125,0.0004581354442052543,-0.08292251825332642,-0.016645587980747223
1708152451318363100,0.474363037109375,-0.0024433890357613564,-0.04459185153245926,-0.06749862432479858
1708152451337007000,0.493007080078125,0.017561858519911766,-0.03542914241552353,-0.07330167293548584
1708152451355651000,0.511651123046875,0.037261683493852615,-0.0029015245381742716,0.016492875292897224
1708152451374295000,0.530294921875,0.011911521665751934,-0.016492875292897224,0.06551336497068405
1708152451392939000,0.54893896484375,0.004886778071522713,-0.0462716780602932,0.050394900143146515
1708152451411583000,0.5675830078125,-0.0032069480512291193,-0.030389651656150818,0.01572931744158268
1708152451430227000,0.58622705078125,0.020005248486995697,-0.04169032722711563,-0.03008422814309597
1708152451448871000,0.604870849609375,0.03924693539738655,-0.020005248486995697,-0.051922015845775604
1708152451467515000,0.623514892578125,0.02993151545524597,-0.05543438717722893,-0.02626643143594265
1708152451486158800,0.642158935546875,0.02870982140302658,-0.051769305020570755,0.039857782423496246
1708152451504802800,0.660802734375,0.012064233422279358,-0.028404397889971733,0.019394399598240852
1708152451523446800,0.67944677734375,0.011606098152697086,0.040010496973991394,-0.08750387281179428
1708152451542090800,0.6980908203125,0.007024743594229221,0.021532366052269936,-0.10582929104566574
1708152451560734700,0.716734619140625,0.01817270554602146,0.011147962883114815,-0.025502873584628105
1708152451579378700,0.735378662109375,0.02092151902616024,-0.0522274412214756,0.0528382882475853
1708152451598022700,0.754022705078125,0.016340164467692375,-0.03512371703982353,0.06749862432479858
1708152451616666600,0.77266650390625,-0.010842538438737392,0.037261683493852615,0.014660334214568138
1708152451635310600,0.791310546875,-0.014965757727622986,-0.026724567636847496,-0.02504473738372326
1708152451653954800,0.809954833984375,-0.009773556143045425,-0.04825693368911743,-0.004428642801940441
1708152451672598800,0.828598876953125,-0.010231691412627697,-0.016340164467692375,0.03542914241552353
1708152451691242500,0.847242431640625,-0.04046862944960594,0.013285927474498749,0.049020491540431976
1708152451709886500,0.865886474609375,-0.05604523420333862,0.041384901851415634,0.028557108715176582
1708152451728530700,0.88453076171875,-0.062306419014930725,-0.0009162708884105086,0.029473381116986275
1708152451747174700,0.903174560546875,-0.024586603045463562,0.020005248486995697,0.03771981969475746
1708152451765818600,0.921818603515625,-0.026571854948997498,-0.012980503961443901,0.07696675509214401
1708152451784462600,0.940462646484375,-0.043828289955854416,-0.0032069480512291193,0.08994726091623306
1708152451803106600,0.9591064453125,-0.06872031837701797,-0.018630841746926308,0.08719844371080399
1708152451821750500,0.97775048828125,-0.06459710001945496,0.0032069480512291193,0.07650861889123917
1708152451840394500,0.99639453125,-0.016492875292897224,0.007482878863811493,0.06062658876180649
1708152451859038500,1.01503857421875,-0.01572931744158268,-0.010537114925682545,0.0713164210319519
1708152451877682400,1.033682373046875,-0.029626091942191124,0.02367033064365387,0.056961506605148315
1708152451896326400,1.052326416015625,-0.051463883370161057,0.013744063675403595,0.04046862944960594
